Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,0,1,0,2473,1843,159,8,1,Rural,0
1,1,1,0,0,3399,1640,111,5,1,Urban,1
1,1,2,1,0,3717,0,120,8,1,Semiurban,1
1,1,0,1,0,2058,2134,88,8,1,Urban,1
0,0,1,1,0,3541,0,112,8,1,Semiurban,1
1,1,1,1,1,10000,0,155,8,1,Rural,0
1,1,0,1,0,2400,2167,115,8,1,Semiurban,1
1,1,3,1,0,4342,189,124,8,1,Semiurban,1
1,1,2,0,0,3601,1590,128,8,1,Rural,1
0,0,0,1,0,3166,2985,132,8,1,Rural,1
1,1,3,1,0,10235.5,0,265,8,1,Rural,1
1,1,1,1,1,8666,4983,265,8,0,Rural,0
1,0,0,1,0,4917,0,130,8,0,Rural,1
1,1,0,1,1,5818,2160,184,8,1,Semiurban,1
0,1,0,1,0,4333,2451,110,8,1,Urban,0
0,0,0,1,0,2500,0,67,8,1,Urban,1
1,0,1,1,0,4384,1793,117,8,1,Urban,1
1,0,0,1,0,2935,0,98,8,1,Semiurban,1
1,0,0,1,0,2833,0,71,8,1,Urban,1
1,1,0,1,0,10235.5,0,265,5,1,Urban,1
1,1,1,1,1,9833,1833,182,5,1,Urban,1
1,1,0,1,1,5503,4490,70,8,1,Semiurban,1
1,1,1,1,0,5250,688,160,8,1,Rural,1
1,1,2,1,1,2500,4600,176,8,1,Rural,1
0,0,3,0,0,1830,0,128,8,0,Urban,0
0,0,0,1,0,4160,0,71,8,1,Semiurban,1
1,1,3,0,0,2647,1587,173,8,1,Rural,0
0,0,0,1,0,2378,0,46,8,1,Rural,0
1,1,1,0,0,4554,1229,158,8,1,Urban,1
1,1,3,0,0,3173,0,74,8,1,Semiurban,1
1,1,2,1,0,2583,2330,125,8,1,Rural,1
1,1,0,1,0,2499,2458,160,8,1,Semiurban,1
1,1,0,0,0,3523,3230,152,8,0,Rural,0
1,1,2,0,0,3083,2168,126,8,1,Urban,1
1,1,0,1,0,6333,4583,259,8,1,Semiurban,1
1,1,0,1,0,2625,5765,187,8,1,Rural,1
1,1,0,1,0,9083,0,228,8,1,Semiurban,1
1,0,0,1,0,8750,4167,265,8,1,Rural,0
1,1,3,1,0,2666,2083,95,8,1,Rural,1
0,1,0,1,1,5500,0,105,8,0,Rural,0
0,1,0,1,0,2423,505,130,8,1,Semiurban,1
0,0,0,1,0,3813,0,116,5,1,Urban,1
1,1,2,1,0,8333,3167,165,8,1,Rural,1
1,1,1,1,0,3875,0,67,8,1,Urban,0
1,1,0,0,0,3000,1666,100,9,0,Urban,0
1,1,3,1,0,5167,3167,200,8,1,Semiurban,1
0,0,1,1,0,4723,0,81,8,1,Semiurban,0
1,1,2,1,0,5000,3667,236,8,1,Semiurban,1
1,1,0,1,0,4750,2333,130,8,1,Urban,1
1,1,0,1,0,3013,3033,95,7,1,Urban,1
1,0,0,1,1,6822,0,141,8,1,Rural,1
1,0,0,0,0,6216,0,133,8,1,Rural,0
1,0,0,1,0,2500,0,96,9,1,Semiurban,0
1,0,0,1,0,5124,0,124,8,0,Rural,0
1,1,1,1,0,6325,0,175,8,1,Semiurban,1
1,1,0,1,0,10235.5,5266,265,8,1,Rural,0
0,0,0,1,1,10235.5,0,55,8,1,Semiurban,1
1,1,2,1,0,5185,0,155,8,1,Semiurban,1
1,1,2,1,1,9323,5765,265,7,1,Rural,1
1,0,1,1,0,3062,1987,111,5,0,Urban,0
0,0,0,1,0,2764,1459,110,8,1,Urban,1
1,1,0,1,0,4817,923,120,5,1,Urban,1
1,1,3,1,0,8750,4996,130,8,1,Rural,1
1,1,0,1,0,4310,0,130,8,1,Semiurban,1
1,0,0,1,0,3069,0,71,9,1,Urban,0
1,1,2,1,0,5391,0,130,8,1,Urban,1
1,1,0,1,0,3333,2500,128,8,1,Semiurban,1
1,0,0,1,0,5941,4232,265,8,1,Semiurban,1
0,0,0,1,0,6000,0,156,8,1,Urban,1
1,0,0,1,1,7167,0,128,8,1,Urban,1
1,1,2,1,0,4566,0,100,8,1,Urban,0
1,0,1,1,0,3667,0,113,5,1,Urban,1
1,0,0,0,0,2346,1600,132,8,1,Semiurban,1
1,1,0,0,0,3010,3136,128,8,0,Urban,0
1,1,0,1,0,2333,2417,136,8,1,Urban,1
1,1,0,1,0,5488,0,125,8,1,Rural,1
1,0,3,1,0,9167,0,185,8,1,Rural,1
1,1,3,1,0,9504,0,265,8,1,Rural,1
1,1,0,1,0,2583,2115,120,8,1,Urban,1
1,1,2,0,0,1993,1625,113,5,1,Semiurban,1
1,1,2,1,0,3100,1400,113,8,1,Urban,1
1,1,2,1,0,3276,484,135,8,1,Semiurban,1
0,0,0,1,0,3180,0,71,8,0,Urban,0
1,1,0,1,0,3033,1459,95,8,1,Urban,1
1,0,0,0,0,3902,1666,109,8,1,Rural,1
0,0,0,1,0,1500,1800,103,8,0,Semiurban,0
1,1,2,0,0,2889,0,45,5,0,Urban,0
1,0,0,0,0,2755,0,65,7,1,Rural,0
1,0,0,1,0,2500,5765,103,8,1,Semiurban,1
0,0,0,0,0,1963,0,53,8,1,Semiurban,1
0,0,0,1,1,7441,0,194,8,1,Rural,0
0,0,0,1,0,4547,0,115,8,1,Semiurban,1
1,1,0,0,0,2167,2400,115,8,1,Urban,1
0,0,0,0,0,2213,0,66,8,1,Rural,1
1,1,1,1,0,8300,0,152,7,0,Semiurban,0
1,1,3,1,0,10235.5,0,265,8,0,Rural,0
0,0,1,0,1,3867,0,62,8,1,Semiurban,0
1,1,0,1,0,6256,0,160,8,1,Urban,1
1,1,0,0,0,6096,0,218,8,0,Rural,0
1,1,0,0,0,2253,2033,110,8,1,Rural,1
0,1,0,0,0,2149,3237,178,8,0,Semiurban,0
0,0,0,1,0,2995,0,60,8,1,Urban,1
0,0,1,1,0,2600,0,160,8,1,Urban,0
1,1,2,1,1,1600,5765,239,8,1,Urban,0
1,1,0,1,0,1025,2773,112,8,1,Rural,1
1,1,0,1,0,3246,1417,138,8,1,Semiurban,1
1,1,0,1,0,5829,0,138,8,1,Rural,1
0,0,0,0,0,2720,0,80,8,0,Urban,0
1,1,0,1,0,1820,1719,100,8,1,Urban,1
1,1,1,1,0,7250,1667,110,8,0,Urban,0
1,1,0,1,0,10235.5,0,96,8,1,Semiurban,1
1,1,0,1,0,2666,4300,121,8,1,Rural,1
0,0,1,0,0,4606,0,81,8,1,Rural,0
1,1,2,1,0,5935,0,133,8,1,Semiurban,1
1,1,0,1,0,2920,16.12000084,87,8,1,Rural,1
1,0,0,0,0,2717,0,60,5,1,Urban,1
0,0,1,1,1,8624,0,150,8,1,Semiurban,1
1,0,0,1,0,6500,0,105,8,0,Rural,0
1,0,0,1,0,10235.5,0,265,8,1,Semiurban,1
1,1,0,1,0,2425,2340,143,8,1,Semiurban,1
1,0,0,1,0,3750,0,100,8,1,Urban,1
0,1,0,1,0,10047,0,128,6,1,Semiurban,1
1,0,0,1,0,1926,1851,50,8,1,Semiurban,1
1,1,0,1,0,2213,1125,128,8,1,Urban,1
1,0,0,1,1,10235.5,0,187,8,0,Urban,0
0,1,0,0,1,7142,0,138,8,1,Rural,1
1,0,0,1,0,3660,5064,187,8,1,Semiurban,1
1,1,0,1,0,7901,1833,180,8,1,Rural,1
1,0,3,0,0,4707,1993,148,8,1,Semiurban,1
1,0,1,1,0,10235.5,0,152,8,1,Semiurban,1
1,1,0,1,0,7333,5765,175,7,1,Rural,1
1,1,1,1,1,3466,1210,130,8,1,Rural,1
1,1,2,0,0,4652,0,110,8,1,Rural,1
1,1,0,1,0,3539,1376,55,8,1,Rural,0
1,1,2,1,0,3340,1710,150,8,0,Rural,0
1,0,1,0,1,2769,1542,190,8,1,Semiurban,0
1,1,2,0,0,2309,1255,125,8,0,Rural,0
1,1,2,0,0,1958,1456,60,7,1,Urban,1
1,1,0,1,0,3948,1733,149,8,0,Rural,0
1,1,0,1,0,2483,2466,90,5,0,Rural,1
1,0,0,1,1,7085,0,84,8,1,Semiurban,1
1,1,2,1,0,3859,0,96,8,1,Semiurban,1
1,1,0,1,0,4301,0,118,8,1,Urban,1
1,1,0,1,0,3708,2569,173,8,1,Urban,0
1,0,2,1,0,4354,0,136,8,1,Rural,1
1,1,0,1,0,8334,0,160,8,1,Semiurban,0
1,1,0,1,1,2083,4083,160,8,1,Semiurban,1
1,1,3,1,0,7740,0,128,5,1,Urban,1
1,1,0,1,0,3015,2188,153,8,1,Rural,1
0,0,1,0,0,5191,0,132,8,1,Semiurban,1
1,0,0,1,0,4166,0,98,8,0,Semiurban,0
1,0,0,1,0,6000,0,140,8,1,Rural,1
1,1,3,0,0,2947,1664,70,5,0,Urban,0
1,1,0,1,0,10235.5,0,110,8,1,Semiurban,1
0,1,2,0,0,210,2917,98,8,1,Semiurban,1
1,1,0,1,0,4333,2451,110,8,1,Urban,0
1,1,1,1,1,3450,2079,162,8,1,Semiurban,1
1,1,1,0,0,2653,1500,113,5,0,Rural,0
1,1,3,1,0,4691,0,100,8,1,Semiurban,1
0,0,0,1,1,2500,0,93,8,1,Urban,1
1,0,2,1,0,5532,4648,162,8,1,Rural,1
1,1,2,1,1,10235.5,1014,150,8,1,Rural,1
1,1,2,1,0,6700,1750,230,7,1,Semiurban,1
1,1,2,1,0,2873,1872,132,8,0,Semiurban,0
1,1,1,1,1,10235.5,2250,86,8,1,Semiurban,1
1,1,2,1,0,2947,1603,128,8,1,Urban,0
0,0,0,0,0,4350,0,154,8,1,Rural,1
1,1,3,0,0,3095,0,113,8,1,Rural,1
1,1,0,1,0,2083,3150,128,8,1,Semiurban,1
1,1,0,1,0,10235.5,0,234,8,1,Semiurban,1
1,1,2,1,0,8333,0,246,8,1,Semiurban,1
1,1,1,0,0,1958,2436,131,8,1,Rural,1
1,0,2,1,0,3547,0,80,8,0,Rural,0
1,1,1,1,0,10235.5,0,265,8,1,Urban,0
1,1,2,1,1,4583,2083,160,8,1,Semiurban,1
1,0,0,1,0,2435,0,75,8,1,Urban,0
1,0,0,0,0,2699,2785,96,8,1,Semiurban,1
1,1,1,0,0,5333,1131,186,8,1,Urban,1
1,0,0,0,0,3691,0,110,8,1,Rural,1
0,0,0,0,1,10235.5,0,225,8,1,Semiurban,1
1,1,0,1,0,3597,2157,119,8,0,Rural,0
0,1,1,1,0,3326,913,105,3,1,Semiurban,1
1,1,0,0,0,2600,1700,107,8,1,Rural,1
1,1,0,1,0,4625,2857,111,0,1,Urban,1
1,1,1,1,1,2895,0,95,8,1,Semiurban,1
1,0,0,1,0,6283,4416,209,8,0,Rural,0
0,0,0,1,0,645,3683,113,9,1,Rural,1
0,0,0,1,0,3159,0,100,8,1,Semiurban,1
1,1,2,1,0,4865,5624,208,8,1,Semiurban,1
1,1,1,0,0,4050,5302,138,8,1,Rural,0
1,1,0,0,0,3814,1483,124,7,1,Semiurban,1
1,1,2,1,0,3510,4416,243,8,1,Rural,1
1,1,0,1,0,10235.5,5765,265,8,1,Urban,1
1,0,0,1,0,3583,0,96,8,1,Urban,0
1,1,0,1,1,2479,3013,188,8,1,Urban,1
0,0,1,1,0,10235.5,0,40,8,1,Urban,1
1,0,0,0,0,3598,1287,100,8,1,Rural,0
1,1,1,1,0,6065,2004,250,8,1,Semiurban,1
1,1,2,1,0,3283,2035,148,8,1,Urban,1
1,1,0,1,0,2130,5765,70,5,1,Semiurban,0
1,0,0,1,0,5815,3666,265,8,1,Rural,0
1,1,3,1,0,3466,3428,150,8,1,Rural,1
0,1,2,1,0,2031,1632,113,9,1,Semiurban,1
1,1,0,0,0,3074,1800,123,8,0,Semiurban,0
1,0,0,1,0,4683,1915,185,8,1,Semiurban,0
0,0,0,0,0,3400,0,95,8,1,Rural,0
1,1,2,0,0,2192,1742,45,8,1,Semiurban,1
1,0,0,1,0,2500,0,55,8,1,Semiurban,1
1,1,3,1,1,5677,1424,100,8,1,Rural,1
1,1,2,1,1,7948,5765,265,8,1,Rural,1
1,0,0,1,0,4680,2087,128,8,1,Semiurban,0
1,1,2,1,1,10235.5,0,265,8,1,Rural,1
1,1,0,1,0,3775,0,110,8,1,Semiurban,1
1,1,1,0,0,5285,1430,161,8,0,Semiurban,1
1,0,1,0,0,2679,1302,94,8,1,Semiurban,1
1,0,0,0,0,6783,0,130,8,1,Semiurban,1
1,1,0,1,0,1025,5500,216,8,1,Rural,1
1,1,3,1,0,4281,0,100,8,1,Urban,1
1,0,2,1,0,3588,0,110,8,0,Rural,0
1,0,1,1,0,10235.5,0,196,8,1,Semiurban,0
0,0,0,0,1,10235.5,0,125,8,1,Urban,1
1,0,0,0,0,2550,2042,126,8,1,Rural,1
1,1,0,1,0,6133,3906,265,8,1,Urban,1
1,0,2,1,0,3617,0,107,8,1,Semiurban,1
1,1,0,0,0,2917,536,66,8,1,Rural,0
1,1,3,1,0,6417,0,157,5,1,Rural,1
0,1,1,1,0,4608,2845,140,5,1,Semiurban,1
0,0,0,1,0,2138,0,99,8,0,Semiurban,0
0,0,1,1,0,3652,0,95,8,1,Semiurban,1
1,1,1,0,0,2239,2524,128,8,1,Urban,1
0,1,0,0,0,3017,663,102,8,1,Semiurban,1
1,1,0,1,0,2768,1950,155,8,1,Rural,1
1,0,0,0,0,3358,0,80,1,1,Semiurban,0
1,0,0,1,0,2526,1783,145,8,1,Rural,1
0,0,0,1,0,5000,0,103,8,0,Semiurban,0
1,1,0,1,0,2785,2016,110,8,1,Rural,1
1,1,2,1,1,6633,0,128,8,0,Rural,0
1,1,1,0,0,2492,2375,128,8,1,Rural,1
1,1,1,1,0,3333,3250,158,8,1,Urban,1
1,1,0,0,0,2454,2333,181,8,0,Urban,0
1,1,0,1,0,3593,4266,132,5,0,Rural,0
1,1,1,1,0,5468,1032,26,8,1,Semiurban,1
0,0,0,1,0,2667,1625,84,8,1,Urban,1
1,1,3,1,1,10139,0,260,8,1,Semiurban,1
1,1,0,1,0,3887,2669,162,8,1,Semiurban,1
0,1,0,1,0,4180,2306,182,8,1,Semiurban,1
1,1,2,0,0,3675,242,108,8,1,Semiurban,1
0,1,1,1,1,10235.5,0,265,8,1,Semiurban,1
1,1,0,1,0,5923,2054,211,8,1,Rural,1
1,0,0,0,1,5800,0,132,8,1,Semiurban,1
1,1,2,1,0,8799,0,258,8,0,Urban,0
1,1,0,0,0,4467,0,120,8,1,Rural,1
1,0,0,1,0,3333,0,70,8,1,Urban,1
1,1,3,1,0,3400,2500,123,8,0,Rural,0
0,0,0,1,0,2378,0,9,8,1,Urban,0
1,1,0,1,0,3166,2064,104,8,0,Urban,0
1,1,1,1,0,3417,1750,186,8,1,Urban,1
1,1,0,1,0,5116,1451,165,8,0,Urban,0
1,1,2,1,0,10235.5,0,265,8,1,Urban,1
1,1,2,0,0,6125,1625,187,9,1,Semiurban,0
1,1,3,1,0,6406,0,150,8,1,Semiurban,0
1,1,2,1,0,3159,461,108,3,1,Urban,1
1,1,0,1,0,3087,2210,136,8,0,Semiurban,0
1,0,0,1,0,3229,2739,110,8,1,Urban,1
1,1,1,1,0,1782,2232,107,8,1,Rural,1
1,0,0,1,0,3182,2917,161,8,1,Urban,1
1,1,2,1,0,6540,0,205,8,1,Semiurban,1
1,0,0,1,0,1836,5765,90,8,1,Urban,0
0,1,0,1,0,3166,0,36,8,1,Semiurban,1
1,1,1,1,0,1880,0,61,8,1,Rural,0
1,1,1,1,0,2787,1917,146,8,0,Rural,0
1,1,1,1,0,4283,3000,172,3,1,Rural,0
1,1,0,1,0,2297,1522,104,8,1,Urban,1
0,0,0,0,0,2165,0,70,8,1,Semiurban,1
1,0,0,1,0,4750,0,94,8,1,Semiurban,1
1,1,2,1,1,2726,0,106,8,0,Semiurban,0
1,1,0,1,0,3000,3416,56,5,1,Semiurban,1
1,1,2,1,1,6000,0,205,6,1,Semiurban,0
1,0,3,1,1,9357,0,265,8,1,Semiurban,1
1,1,0,1,0,3859,3300,142,5,1,Rural,1
1,1,0,1,1,10235.5,0,260,8,1,Urban,1
1,0,0,0,0,3833,0,110,8,1,Rural,1
1,1,2,0,1,6383,1000,187,8,1,Rural,0
1,0,0,1,0,2987,0,88,8,0,Semiurban,0
1,1,0,1,1,9963,0,180,8,1,Rural,1
1,1,2,1,0,5780,0,192,8,1,Urban,1
0,0,3,1,0,416,5765,265,5,1,Urban,0
1,1,0,0,0,2894,2792,155,8,1,Rural,1
1,1,3,1,0,5703,0,128,8,1,Urban,1
1,0,0,1,0,3676,4301,172,8,1,Rural,1
0,1,1,1,0,10235.5,0,265,8,1,Semiurban,1
1,1,0,0,0,2400,3800,128,5,1,Urban,0
1,1,1,1,0,3400,2500,173,8,1,Semiurban,1
1,1,2,0,0,3987,1411,157,8,1,Rural,1
1,1,0,1,0,3232,1950,108,8,1,Rural,1
0,0,0,1,0,2900,0,71,8,1,Rural,1
1,1,3,1,0,4106,0,40,5,1,Rural,1
1,1,1,1,0,8072,240,253,8,1,Urban,1
1,1,2,1,0,7583,0,187,8,1,Urban,1
0,0,0,1,1,4583,0,133,8,0,Semiurban,0
0,0,0,1,0,1500,1800,104,8,0,Semiurban,0
1,1,2,0,0,2889,0,45,5,0,Urban,0
1,0,0,0,0,2755,0,65,7,1,Rural,0
1,0,0,1,0,2500,5765,103,8,1,Semiurban,1
0,0,0,0,0,1964,0,53,8,1,Semiurban,1
0,0,0,1,1,7440,0,194,8,1,Rural,0
0,0,0,1,0,4547,0,115,8,1,Semiurban,1
1,1,0,0,0,2167,2400,115,8,1,Urban,1
0,0,0,0,0,2213,0,66,8,1,Rural,1
1,1,1,1,0,8300,0,151,7,0,Semiurban,0
1,1,3,1,0,10235.5,0,265,8,0,Rural,0
0,0,1,0,1,3867,0,62,8,1,Semiurban,0
1,1,0,1,0,6256,0,162,8,1,Urban,1
1,1,0,0,0,6096,0,218,8,0,Rural,0
1,1,0,0,0,2253,2033,110,8,1,Rural,1
0,1,0,0,0,2149,3237,178,8,0,Semiurban,0
0,0,0,1,0,2995,0,60,8,1,Urban,1
0,0,1,1,0,2600,0,160,8,1,Urban,0
1,1,2,1,1,1600,5765,239,8,1,Urban,0
1,1,0,1,0,1025,2773,112,8,1,Rural,1
